Date, Min, Max,Weekly Average minimum Temperature,Weekly  Average Maximum Temperature
6/14/69,70,82,46.09,86.33
6/15/69,70,80,47.04,87.38
6/16/69,51,72,47.04,87.38
6/17/69,48,73,47.04,87.38
6/18/69,53,74,47.04,87.38
6/19/69,59,72,47.04,87.38
6/20/69,64,85,47.04,87.38
6/21/69,49,71,47.04,87.38
6/22/69,44,74,49.24,90.85
6/23/69,48,62,49.24,90.85
6/24/69,56,62,49.24,90.85
6/25/69,56,72,49.24,90.85
6/26/69,58,80,49.24,90.85
6/27/69,65,94,49.24,90.85
6/28/69,72,92,49.24,90.85
6/29/69,64,86,49.24,90.85
6/30/69,61,88,49.24,90.85
3/1/70,9,37,14.33,48.42
3/2/70,28,34,14.33,48.42
3/3/70,11,37,14.33,48.42
3/4/70,10,37,14.33,48.42
3/5/70,33,37,14.33,48.42
3/6/70,30,37,14.33,48.42
3/7/70,21,43,14.33,48.42
3/8/70,20,40,16.81,50.62
3/9/70,17,33,16.81,50.62
3/10/70,21,37,16.81,50.62
3/11/70,25,40,16.81,50.62
3/12/70,28,46,16.81,50.62
3/13/70,31,40,16.81,50.62
3/14/70,30,35,16.81,50.62
3/15/70,22,38,17.43,51.71
3/16/70,17,37,17.43,51.71
3/17/70,23,43,17.43,51.71
3/18/70,23,46,17.43,51.71
3/19/70,29,50,17.43,51.71
3/20/70,24,58,17.43,51.71
3/21/70,33,46,17.43,51.71
3/22/70,30,50,19.9,61.52
3/23/70,37,42,19.9,61.52
3/24/70,35,48,19.9,61.52
3/25/70,34,51,19.9,61.52
3/26/70,33,57,19.9,61.52
3/27/70,38,57,19.9,61.52
3/28/70,26,52,19.9,61.52
3/29/70,26,42,19.9,61.52
3/30/70,18,38,19.9,61.52
3/31/70,24,35,19.9,61.52
4/1/70,29,49,24.76,64.28
4/2/70,34,52,24.76,64.28
4/3/70,37,46,24.76,64.28
4/4/70,35,49,24.76,64.28
4/5/70,26,48,24.76,64.28
4/6/70,23,45,24.76,64.28
4/7/70,34,50,24.76,64.28
4/8/70,29,67,27.57,65.71
4/9/70, null,73,27.57,65.71
4/10/70,38, null,27.57,65.71
4/11/70,34,49,27.57,65.71
4/12/70,33,55,27.57,65.71
4/13/70,34,56,27.57,65.71
4/14/70,30,62,27.57,65.71
4/15/70,31,60,29.95,71.24
4/16/70,31,62,29.95,71.24
4/17/70,39,64,29.95,71.24
4/18/70,40,58,29.95,71.24
4/19/70,34,56,29.95,71.24
4/20/70,29,46,29.95,71.24
4/21/70,40,44,29.95,71.24
4/22/70,39,56,32.71,74.24
4/23/70,34,51,32.71,74.24
4/24/70,42,59,32.71,74.24
4/25/70,48,67,32.71,74.24
4/26/70,40,76,32.71,74.24
4/27/70,55,77,32.71,74.24
4/28/70,51,82,32.71,74.24
4/29/70,46,66,32.71,74.24
4/30/70,41,72,32.71,74.24
5/1/70,49,81,34.38,75.14
5/2/70,61,79,34.38,75.14
5/3/70,47,61,34.38,75.14
5/4/70,46,61,34.38,75.14
5/5/70,43,73,34.38,75.14
5/6/70,38,54,34.38,75.14
5/7/70,37,56,34.38,75.14
5/8/70,45,70,38.14,79.62
5/9/70,53,78,38.14,79.62
5/10/70,52,90,38.14,79.62
5/11/70,60,83,38.14,79.62
5/12/70,53,79,38.14,79.62
5/13/70,54,75,38.14,79.62
5/14/70,43,60,38.14,79.62
5/15/70,37,67,38.29,81.48
5/16/70,53,64,38.29,81.48
5/17/70,55,65,38.29,81.48
5/18/70,53,55,38.29,81.48
5/19/70,50,62,38.29,81.48
5/20/70,49,78,38.29,81.48
5/21/70,51,66,38.29,81.48
5/22/70,53,84,38.09,83.42
5/23/70,55,70,38.09,83.42
5/24/70,47,73,38.09,83.42
5/25/70,50,57,38.09,83.42
5/26/70,53,71,38.09,83.42
5/27/70,53,73,38.09,83.42
5/28/70,45,71,38.09,83.42
5/29/70,42,66,38.09,83.42
5/30/70,39,72,38.09,83.42
5/31/70,51,82,38.09,83.42
6/1/70,64,89,45.28,85.85
6/2/70,64,88,45.28,85.85
6/3/70,62,87,45.28,85.85
6/4/70,59,68,45.28,85.85
6/5/70,57,62,45.28,85.85
6/6/70,52,62,45.28,85.85
6/7/70,52,63,45.28,85.85
6/8/70,54,82,46.09,86.33
6/9/70,60,86,46.09,86.33
6/10/70,60,84,46.09,86.33
6/11/70,64,88,46.09,86.33
6/12/70,61,73,46.09,86.33
6/13/70,48,67,46.09,86.33
6/14/70,44,75,46.09,86.33
6/15/70,54,78,47.04,87.38
6/16/70,56,75,47.04,87.38
6/17/70,65,75,47.04,87.38
6/18/70,67,77,47.04,87.38
6/19/70,66,85,47.04,87.38
6/20/70,55,67,47.04,87.38
6/21/70,47,71,47.04,87.38
6/22/70,60,72,49.24,90.85
6/23/70,54,82,49.24,90.85
6/24/70,56,86,49.24,90.85
6/25/70,57,80,49.24,90.85
6/26/70,51,61,49.24,90.85
6/27/70,56,63,49.24,90.85
6/28/70,47,76,49.24,90.85
6/29/70,46,81,49.24,90.85
6/30/70,63,72,49.24,90.85
